"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Registration with correct email, username and password","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Registration","Authentication","",""
"","0","User login with wrong email or password","LMS system","Wed Feb 04 14:29:34 UTC 2026","broken","Wed Feb 04 14:29:34 UTC 2026","Authorization","Authentication","",""
"","0","Check displaying empty courses list","LMS system","Wed Feb 04 14:29:36 UTC 2026","broken","Wed Feb 04 14:29:36 UTC 2026","Courses","Courses","",""
"","0","User login with wrong email or password","LMS system","Wed Feb 04 14:29:33 UTC 2026","broken","Wed Feb 04 14:29:33 UTC 2026","Authorization","Authentication","",""
"","0","Create course","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Courses","Courses","",""
"","0","Check displaying empty courses list","LMS system","Wed Feb 04 14:29:36 UTC 2026","broken","Wed Feb 04 14:29:36 UTC 2026","Courses","Courses","",""
"","0","User login with wrong email or password","LMS system","Wed Feb 04 14:29:34 UTC 2026","broken","Wed Feb 04 14:29:34 UTC 2026","Authorization","Authentication","",""
"","0","User login with wrong email or password","LMS system","Wed Feb 04 14:29:34 UTC 2026","broken","Wed Feb 04 14:29:34 UTC 2026","Authorization","Authentication","",""
"","0","User login with correct login and password","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Authorization","Authentication","",""
"","0","Create course","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Courses","Courses","",""
"","0","Registration with correct email, username and password","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Registration","Authentication","",""
"","0","Create course","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Courses","Courses","",""
"","0","Check dashboard page displaying","LMS system","Wed Feb 04 14:29:36 UTC 2026","broken","Wed Feb 04 14:29:36 UTC 2026","Dashboard","Dashboard","",""
"","0","User login with wrong email or password","LMS system","Wed Feb 04 14:29:34 UTC 2026","broken","Wed Feb 04 14:29:34 UTC 2026","Authorization","Authentication","",""
"","0","User login with correct login and password","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Authorization","Authentication","",""
"","0","Navigate from login page to registration page","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Authorization","Authentication","",""
"","0","User login with wrong email or password","LMS system","Wed Feb 04 14:29:34 UTC 2026","broken","Wed Feb 04 14:29:34 UTC 2026","Authorization","Authentication","",""
"","0","User login with wrong email or password","LMS system","Wed Feb 04 14:29:33 UTC 2026","broken","Wed Feb 04 14:29:33 UTC 2026","Authorization","Authentication","",""
"","0","Registration with correct email, username and password","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Registration","Authentication","",""
"","0","User login with wrong email or password","LMS system","Wed Feb 04 14:29:34 UTC 2026","broken","Wed Feb 04 14:29:34 UTC 2026","Authorization","Authentication","",""
"","0","Edit course","LMS system","Wed Feb 04 14:29:36 UTC 2026","broken","Wed Feb 04 14:29:36 UTC 2026","Courses","Courses","",""
"","0","Edit course","LMS system","Wed Feb 04 14:29:36 UTC 2026","broken","Wed Feb 04 14:29:36 UTC 2026","Courses","Courses","",""
"","0","Navigate from login page to registration page","LMS system","Wed Feb 04 14:29:34 UTC 2026","broken","Wed Feb 04 14:29:34 UTC 2026","Authorization","Authentication","",""
"","0","Check displaying empty courses list","LMS system","Wed Feb 04 14:29:36 UTC 2026","broken","Wed Feb 04 14:29:36 UTC 2026","Courses","Courses","",""
"","0","Check dashboard page displaying","LMS system","Wed Feb 04 14:29:36 UTC 2026","broken","Wed Feb 04 14:29:36 UTC 2026","Dashboard","Dashboard","",""
"","0","Navigate from login page to registration page","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Authorization","Authentication","",""
"","0","Edit course","LMS system","Wed Feb 04 14:29:36 UTC 2026","broken","Wed Feb 04 14:29:36 UTC 2026","Courses","Courses","",""
"","0","User login with correct login and password","LMS system","Wed Feb 04 14:29:34 UTC 2026","broken","Wed Feb 04 14:29:34 UTC 2026","Authorization","Authentication","",""
"","0","Check dashboard page displaying","LMS system","Wed Feb 04 14:29:36 UTC 2026","broken","Wed Feb 04 14:29:36 UTC 2026","Dashboard","Dashboard","",""
"","0","User login with wrong email or password","LMS system","Wed Feb 04 14:29:35 UTC 2026","broken","Wed Feb 04 14:29:35 UTC 2026","Authorization","Authentication","",""
